DateTime,EventId,EventType,Message,RecordId
2025-06-03 16:28:44,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,48450
2025-06-03 16:28:45,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,48453
2025-06-03 19:02:45,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,48477
2025-06-03 22:42:23,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,48550
2025-06-03 22:42:30,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,48572
2025-06-03 22:42:31,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,48581
2025-06-04 17:55:44,6013,System uptime report,The system uptime is 542520 seconds.,48586
2025-06-04 18:10:45,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,48617
2025-06-04 23:13:52,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,48724
2025-06-04 23:13:59,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,48747
2025-06-04 23:14:00,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,48755
2025-06-05 07:35:55,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,48783
2025-06-05 10:16:46,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,48872
2025-06-05 10:16:47,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,48894
2025-06-05 10:16:49,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,48899
2025-06-05 20:58:26,6013,System uptime report,The system uptime is 639885 seconds.,48904
2025-06-05 20:58:46,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,48928
2025-06-05 23:13:33,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,49017
2025-06-05 23:13:34,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,49039
2025-06-05 23:13:36,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,49048
2025-06-06 17:18:00,6013,System uptime report,The system uptime is 713058 seconds.,49053
2025-06-06 17:19:51,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,49081
2025-06-06 23:50:39,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,49238
2025-06-06 23:50:40,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,49261
2025-06-06 23:50:42,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,49268
2025-06-07 08:18:28,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,49296
2025-06-07 11:06:46,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,49380
2025-06-07 11:06:48,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,49402
2025-06-07 11:06:49,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,49411
2025-06-07 12:00:00,6013,System uptime report,The system uptime is 780381 seconds.,49437
2025-06-07 12:03:18,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,49438
2025-06-07 13:13:26,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,49494
2025-06-07 13:13:27,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,49516
2025-06-07 13:13:29,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,49523
2025-06-07 17:25:25,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,49549
2025-06-07 23:33:39,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,49621
2025-06-07 23:33:41,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,49643
2025-06-07 23:33:42,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,49652
2025-06-08 08:47:04,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,49677
2025-06-08 09:58:39,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,49754
2025-06-08 09:58:40,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,49776
2025-06-08 09:58:42,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,49785
2025-06-08 12:28:50,6013,System uptime report,The system uptime is 868511 seconds.,49791
2025-06-08 12:29:20,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,49813
2025-06-08 23:15:19,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,49919
2025-06-08 23:15:21,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,49941
2025-06-08 23:15:23,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,49950
2025-06-09 07:11:26,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,49977
2025-06-09 12:00:00,6013,System uptime report,The system uptime is 953180 seconds.,50045
2025-06-09 23:19:09,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,50157
2025-06-09 23:19:11,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,50180
2025-06-09 23:19:12,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,50189
2025-06-10 21:33:50,6013,System uptime report,The system uptime is 1074011 seconds.,50194
2025-06-10 21:34:22,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,50219
2025-06-10 22:42:59,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,50324
2025-06-10 22:43:00,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,50346
2025-06-10 22:43:02,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,50354
2025-06-11 06:50:07,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,50386
2025-06-11 07:51:27,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,50451
2025-06-11 07:51:33,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,50475
2025-06-11 07:51:35,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,50484
2025-06-11 17:43:27,6013,System uptime report,The system uptime is 1146589 seconds.,50489
2025-06-11 18:27:46,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,50517
2025-06-11 23:42:53,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,50660
2025-06-11 23:42:55,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,50683
2025-06-11 23:42:56,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,50693
2025-06-12 07:38:38,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,50717
2025-06-12 11:33:28,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,50830
2025-06-12 11:33:34,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,50853
2025-06-12 11:33:35,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,50857
2025-06-12 12:56:25,6013,System uptime report,The system uptime is 1215767 seconds.,50867
2025-06-12 13:10:16,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,50900
2025-06-12 15:50:11,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,51037
2025-06-12 15:50:18,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,51042
2025-06-12 15:50:45,6005,System startup (Event Log service started),The Event log service was started.,51055
2025-06-12 15:50:45,6013,System uptime report,The system uptime is 13 seconds.,51056
2025-06-12 15:51:08,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,51263
2025-06-12 16:19:43,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,51359
2025-06-12 16:19:45,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,51381
2025-06-12 16:19:45,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,51382
2025-06-12 16:19:46,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,51390
2025-06-12 20:59:14,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,51424
2025-06-12 22:57:28,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,51483
2025-06-12 22:57:29,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,51504
2025-06-12 22:57:31,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,51511
2025-06-13 07:25:22,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,51539
2025-06-13 12:00:00,6013,System uptime report,The system uptime is 72569 seconds.,51611
2025-06-13 23:00:26,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,51782
2025-06-13 23:00:28,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,51804
2025-06-13 23:00:28,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,51810
2025-06-14 10:56:30,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,51842
2025-06-14 12:00:00,6013,System uptime report,The system uptime is 158970 seconds.,51930
2025-06-14 23:33:36,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,51983
2025-06-14 23:33:38,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52005
2025-06-14 23:33:39,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52011
2025-06-15 09:43:26,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,52042
2025-06-15 09:58:26,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,52107
2025-06-15 09:58:27,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52129
2025-06-15 09:58:29,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52136
2025-06-15 12:26:01,6013,System uptime report,The system uptime is 246931 seconds.,52141
2025-06-15 12:44:37,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,52171
2025-06-15 13:28:00,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,52227
2025-06-15 13:28:02,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52248
2025-06-15 13:28:02,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52256
2025-06-15 22:10:27,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,52305
2025-06-16 00:02:00,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,52376
2025-06-16 00:02:01,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52397
2025-06-16 00:02:03,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52404
2025-06-16 19:26:01,6013,System uptime report,The system uptime is 358533 seconds.,52410
2025-06-16 19:26:11,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,52434
2025-06-16 23:08:35,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,52526
2025-06-16 23:08:37,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52547
2025-06-16 23:08:39,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52556
2025-06-17 08:31:40,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,52582
2025-06-17 08:58:10,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,52685
2025-06-17 08:58:17,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52708
2025-06-17 08:58:18,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52717
2025-06-17 10:58:24,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,52743
2025-06-17 12:00:00,6013,System uptime report,The system uptime is 418172 seconds.,52795
2025-06-17 13:53:31,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,52811
2025-06-17 13:53:38,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52834
2025-06-17 13:53:39,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52841
2025-06-17 18:33:36,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,52868
2025-06-17 23:24:50,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,52956
2025-06-17 23:24:57,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,52980
2025-06-17 23:24:59,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,52989
2025-06-18 08:48:46,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,53021
2025-06-18 11:45:21,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,53096
2025-06-18 11:45:28,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,53118
2025-06-18 11:45:29,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,53121
2025-06-19 11:08:11,6013,System uptime report,The system uptime is 587865 seconds.,53126
2025-06-19 11:10:00,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,53155
2025-06-19 12:00:00,6013,System uptime report,The system uptime is 590976 seconds.,53270
2025-06-19 13:07:11,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,53271
2025-06-19 13:07:12,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,53292
2025-06-19 13:07:13,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,53296
2025-06-19 19:47:52,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,53326
2025-06-19 22:52:13,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,53399
2025-06-19 22:52:15,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,53420
2025-06-19 22:52:17,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,53429
2025-06-20 18:07:08,6013,System uptime report,The system uptime is 699404 seconds.,53434
2025-06-20 18:11:28,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,53463
2025-06-20 20:17:13,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,53570
2025-06-20 20:17:20,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,53593
2025-06-20 20:17:22,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,53600
2025-06-21 07:15:13,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,53631
2025-06-21 11:59:59,6013,System uptime report,The system uptime is 763777 seconds.,53732
2025-06-21 12:00:00,6013,System uptime report,The system uptime is 763778 seconds.,53733
2025-06-21 14:25:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,53746
2025-06-21 14:25:49,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,53771
2025-06-21 14:25:49,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,53777
2025-06-21 17:12:06,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,53813
2025-06-21 22:46:08,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,53993
2025-06-21 22:46:10,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,53996
2025-06-22 13:03:45,6013,System uptime report,The system uptime is 854004 seconds.,54001
2025-06-22 13:03:47,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,54021
2025-06-23 19:27:46,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",54161
2025-06-23 19:27:57,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 11:13:07 PM on ‎6/‎22/‎2025 was unexpected.,54135
2025-06-23 19:27:57,6005,System startup (Event Log service started),The Event log service was started.,54137
2025-06-23 19:27:57,6013,System uptime report,The system uptime is 13 seconds.,54138
2025-06-23 19:29:37,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,54328
2025-06-24 07:30:43,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",54495
2025-06-24 07:30:54,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 10:47:57 PM on ‎6/‎23/‎2025 was unexpected.,54470
2025-06-24 07:30:54,6005,System startup (Event Log service started),The Event log service was started.,54472
2025-06-24 07:30:54,6013,System uptime report,The system uptime is 13 seconds.,54473
2025-06-24 07:31:11,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,54654
2025-06-24 09:14:13,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,54774
2025-06-24 09:14:15,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,54798
2025-06-24 09:14:15,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,54799
2025-06-24 09:14:17,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,54802
2025-06-24 11:21:44,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,54818
2025-06-24 12:00:00,6013,System uptime report,The system uptime is 16158 seconds.,54868
2025-06-24 16:44:44,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,54893
2025-06-24 16:44:46,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,54913
2025-06-24 16:44:47,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,54916
2025-06-24 21:02:58,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,54935
2025-06-24 22:45:10,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,55082
2025-06-24 22:45:11,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,55107
2025-06-24 22:45:13,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,55110
2025-06-25 06:44:28,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,55128
2025-06-25 12:00:00,6013,System uptime report,The system uptime is 102564 seconds.,55225
2025-06-25 12:49:33,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,55228
2025-06-25 12:49:35,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,55249
2025-06-25 12:49:36,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,55252
2025-06-25 16:06:07,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,55271
2025-06-25 22:40:36,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,55372
2025-06-25 22:40:38,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,55393
2025-06-25 22:40:40,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,55398
2025-06-26 07:28:52,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,55415
2025-06-26 09:16:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,55464
2025-06-26 09:16:48,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,55484
2025-06-26 09:16:50,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,55487
2025-06-26 11:38:12,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,55503
2025-06-26 12:00:00,6013,System uptime report,The system uptime is 188965 seconds.,55555
2025-06-26 17:39:40,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,55604
2025-06-26 17:39:47,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,55631
2025-06-26 17:39:48,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,55632
2025-06-26 19:23:36,6005,System startup (Event Log service started),The Event log service was started.,55644
2025-06-26 19:23:36,6013,System uptime report,The system uptime is 11 seconds.,55645
2025-06-26 19:46:24,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,55813
2025-06-26 20:21:21,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,55858
2025-06-26 20:21:23,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,55882
2025-06-26 20:21:23,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,55883
2025-06-26 20:21:24,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,55886
2025-06-26 20:44:56,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,55904
2025-06-26 22:29:31,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,55990
2025-06-26 22:29:33,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,56010
2025-06-26 22:29:35,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,56014
2025-06-27 16:05:37,6013,System uptime report,The system uptime is 74532 seconds.,56022
2025-06-27 16:06:42,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,56048
2025-06-27 20:22:48,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,56173
2025-06-27 20:22:50,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,56194
2025-06-27 20:22:52,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,56197
2025-06-27 21:58:24,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,56222
2025-06-28 00:05:00,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,56330
2025-06-28 00:05:24,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,56331
2025-06-28 00:05:58,6005,System startup (Event Log service started),The Event log service was started.,56344
2025-06-28 00:05:58,6013,System uptime report,The system uptime is 12 seconds.,56345
2025-06-28 00:06:33,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,56568
2025-06-28 12:18:01,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",56607
2025-06-28 12:18:12,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 12:05:58 AM on ‎6/‎28/‎2025 was unexpected.,56582
2025-06-28 12:18:12,6005,System startup (Event Log service started),The Event log service was started.,56584
2025-06-28 12:18:12,6013,System uptime report,The system uptime is 13 seconds.,56585
2025-06-28 12:18:24,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,56736
2025-06-28 14:33:43,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,56803
2025-06-28 14:33:45,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,56824
