DateTime,EventId,EventType,Message,RecordId
2025-07-06 10:13:46,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,59439
2025-07-06 10:13:47,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,59442
2025-07-06 13:38:00,6013,System uptime report,The system uptime is 401567 seconds.,59447
2025-07-06 13:38:17,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,59468
2025-07-06 15:59:15,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,59535
2025-07-06 15:59:17,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,59555
2025-07-06 15:59:19,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,59558
2025-07-07 07:20:33,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,59585
2025-07-07 07:33:27,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: restart  Comment:,59651
2025-07-07 07:33:28,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,59676
2025-07-07 07:33:29,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,59677
2025-07-07 07:33:57,6005,System startup (Event Log service started),The Event log service was started.,59691
2025-07-07 07:33:57,6013,System uptime report,The system uptime is 12 seconds.,59692
2025-07-07 07:34:10,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,59884
2025-07-07 12:00:00,6013,System uptime report,The system uptime is 15975 seconds.,59990
2025-07-07 17:29:37,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,60017
2025-07-07 20:50:50,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",60058
2025-07-07 20:51:00,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 4:53:57 PM on ‎7/‎7/‎2025 was unexpected.,60025
2025-07-07 20:51:00,6005,System startup (Event Log service started),The Event log service was started.,60027
2025-07-07 20:51:00,6013,System uptime report,The system uptime is 12 seconds.,60028
2025-07-07 20:51:40,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,60218
2025-07-07 23:04:11,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,60301
2025-07-07 23:04:13,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,60323
2025-07-07 23:04:13,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,60324
2025-07-07 23:04:14,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,60327
2025-07-08 07:24:14,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,60348
2025-07-08 09:54:59,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,60420
2025-07-08 09:55:00,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,60444
2025-07-08 09:55:02,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,60449
2025-07-08 09:56:50,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,60465
2025-07-08 10:17:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,60510
2025-07-08 10:17:53,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,60535
2025-07-08 10:17:55,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,60538
2025-07-08 11:50:56,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,60554
2025-07-08 12:00:00,6013,System uptime report,The system uptime is 54552 seconds.,60591
2025-07-08 12:41:36,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,60619
2025-07-08 12:41:37,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,60622
2025-07-08 20:05:30,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,60636
2025-07-08 23:35:57,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,60772
2025-07-08 23:35:59,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,60793
2025-07-08 23:36:01,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,60800
2025-07-09 07:06:44,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,60847
2025-07-09 12:00:00,6013,System uptime report,The system uptime is 140953 seconds.,60927
2025-07-09 13:52:06,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,60952
2025-07-09 13:52:17,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,60953
2025-07-09 13:52:51,6005,System startup (Event Log service started),The Event log service was started.,60966
2025-07-09 13:52:51,6013,System uptime report,The system uptime is 13 seconds.,60967
2025-07-09 13:53:18,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,61181
2025-07-09 22:01:17,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",61280
2025-07-09 22:01:28,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 1:52:51 PM on ‎7/‎9/‎2025 was unexpected.,61255
2025-07-09 22:01:28,6005,System startup (Event Log service started),The Event log service was started.,61257
2025-07-09 22:01:28,6013,System uptime report,The system uptime is 13 seconds.,61258
2025-07-09 22:01:33,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,61409
2025-07-09 22:58:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,61493
2025-07-09 22:58:48,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,61517
2025-07-09 22:58:48,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,61518
2025-07-09 22:58:50,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,61522
2025-07-10 09:28:16,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,61547
2025-07-10 12:00:00,6013,System uptime report,The system uptime is 50326 seconds.,61612
2025-07-10 15:12:22,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,61648
2025-07-10 15:12:23,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,61673
2025-07-10 15:12:25,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,61676
2025-07-10 16:13:43,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,61692
2025-07-10 23:21:50,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,61751
2025-07-10 23:21:57,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,61778
2025-07-10 23:21:57,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,61779
2025-07-11 07:31:31,6005,System startup (Event Log service started),The Event log service was started.,61792
2025-07-11 07:31:31,6013,System uptime report,The system uptime is 12 seconds.,61793
2025-07-11 07:31:38,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,61956
2025-07-11 12:00:00,6013,System uptime report,The system uptime is 16121 seconds.,62100
2025-07-11 17:15:02,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,62115
2025-07-11 17:15:03,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,62140
2025-07-11 17:15:03,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,62141
2025-07-11 17:15:05,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,62144
2025-07-11 20:27:39,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,62170
2025-07-11 23:10:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,62227
2025-07-11 23:10:49,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,62248
2025-07-11 23:10:50,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,62252
2025-07-12 07:49:10,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,62270
2025-07-12 12:00:00,6013,System uptime report,The system uptime is 102524 seconds.,62342
2025-07-12 13:39:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,62360
2025-07-12 13:39:49,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,62381
2025-07-12 13:39:51,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,62384
2025-07-12 16:24:58,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,62401
2025-07-12 22:56:08,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,62463
2025-07-12 22:56:10,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,62488
2025-07-12 22:56:11,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,62493
2025-07-13 08:59:03,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,62514
2025-07-13 09:44:04,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,62576
2025-07-13 09:44:05,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,62596
2025-07-13 09:44:07,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,62601
2025-07-16 20:32:29,6013,System uptime report,The system uptime is 478873 seconds.,62604
2025-07-16 20:33:43,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,62647
2025-07-16 22:54:31,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,62795
2025-07-16 22:54:33,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,62820
2025-07-16 22:54:35,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,62823
2025-07-17 06:30:42,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,62840
2025-07-17 12:00:00,6013,System uptime report,The system uptime is 534530 seconds.,62943
2025-07-17 15:43:46,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,62964
2025-07-17 15:43:48,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,62989
2025-07-17 15:43:50,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,62994
2025-07-17 16:25:38,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,63009
2025-07-17 22:45:23,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,63079
2025-07-17 22:45:25,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,63104
2025-07-17 22:45:26,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,63108
2025-07-18 10:47:35,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,63129
2025-07-18 11:24:35,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,63188
2025-07-18 11:24:37,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,63212
2025-07-18 11:24:38,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,63217
2025-07-18 13:02:59,6013,System uptime report,The system uptime is 624708 seconds.,63218
2025-07-18 13:10:10,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,63235
2025-07-18 13:31:26,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,63277
2025-07-18 13:31:28,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,63298
2025-07-18 13:31:30,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,63301
2025-07-20 17:03:50,6013,System uptime report,The system uptime is 811959 seconds.,63304
2025-07-20 17:03:55,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,63322
2025-07-20 22:36:44,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,63496
2025-07-20 22:36:46,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,63521
2025-07-20 22:36:48,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,63524
2025-07-21 19:49:21,6013,System uptime report,The system uptime is 908294 seconds.,63525
2025-07-21 19:50:34,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,63551
2025-07-21 22:31:55,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,63626
2025-07-21 22:31:57,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,63647
2025-07-21 22:31:58,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,63650
2025-07-22 21:24:55,6013,System uptime report,The system uptime is 1000431 seconds.,63651
2025-07-22 21:26:09,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,63673
2025-07-22 21:26:40,6005,System startup (Event Log service started),The Event log service was started.,63685
2025-07-22 21:26:40,6013,System uptime report,The system uptime is 12 seconds.,63686
2025-07-22 21:28:15,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: restart  Comment:,63860
2025-07-22 21:28:16,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,63859
2025-07-22 21:28:45,6005,System startup (Event Log service started),The Event log service was started.,63870
2025-07-22 21:28:45,6013,System uptime report,The system uptime is 10 seconds.,63871
2025-07-22 21:28:54,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,64034
2025-07-22 22:47:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,64171
2025-07-22 22:47:49,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,64196
2025-07-22 22:47:49,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,64197
2025-07-22 22:47:50,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,64200
2025-07-23 18:49:37,6013,System uptime report,The system uptime is 76863 seconds.,64201
2025-07-23 18:49:54,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,64219
2025-07-23 18:55:06,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: restart  Comment:,64291
2025-07-23 18:55:08,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,64314
2025-07-23 18:55:35,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,64315
2025-07-23 18:56:06,6005,System startup (Event Log service started),The Event log service was started.,64327
2025-07-23 18:56:06,6013,System uptime report,The system uptime is 12 seconds.,64328
2025-07-23 18:56:48,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,64525
2025-07-24 20:42:32,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",64669
2025-07-24 20:42:44,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 10:16:06 PM on ‎7/‎23/‎2025 was unexpected.,64644
2025-07-24 20:42:44,6005,System startup (Event Log service started),The Event log service was started.,64654
2025-07-24 20:42:44,6013,System uptime report,The system uptime is 14 seconds.,64655
2025-07-24 20:44:12,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,64801
2025-07-24 22:59:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,64924
2025-07-24 22:59:49,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,64949
2025-07-24 22:59:49,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,64950
2025-07-24 22:59:51,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,64954
2025-07-25 06:26:25,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,64977
2025-07-25 14:07:40,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",65057
2025-07-25 14:07:49,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 6:48:28 AM on ‎7/‎25/‎2025 was unexpected.,65040
2025-07-25 14:07:49,6005,System startup (Event Log service started),The Event log service was started.,65042
2025-07-25 14:07:49,6013,System uptime report,The system uptime is 11 seconds.,65043
2025-07-25 14:07:55,1074,System shutdown/restart initiated,The process C:\WINDOWS\servicing\TrustedInstaller.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)  Reason Code: 0x80020003  Shutdown Type: restart  Comment:,65183
2025-07-25 14:07:58,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,65188
2025-07-25 14:08:31,6005,System startup (Event Log service started),The Event log service was started.,65197
2025-07-25 14:08:31,6013,System uptime report,The system uptime is 10 seconds.,65198
2025-07-25 14:08:38,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,65360
2025-07-26 11:22:53,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",65499
2025-07-26 11:23:04,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 10:48:31 PM on ‎7/‎25/‎2025 was unexpected.,65474
2025-07-26 11:23:04,6005,System startup (Event Log service started),The Event log service was started.,65476
2025-07-26 11:23:04,6013,System uptime report,The system uptime is 13 seconds.,65477
2025-07-26 11:23:15,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,65630
2025-07-26 11:57:02,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,65690
2025-07-26 11:57:04,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,65711
2025-07-26 11:57:04,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,65712
2025-07-26 11:57:06,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,65716
2025-07-26 13:47:10,6013,System uptime report,The system uptime is 8658 seconds.,65719
2025-07-26 13:47:17,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,65733
2025-07-26 16:58:56,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,65803
2025-07-26 16:59:02,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,65824
2025-07-26 16:59:03,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,65827
2025-07-26 22:52:52,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,65849
2025-07-27 02:10:55,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,65914
2025-07-27 02:10:56,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,65935
2025-07-27 02:10:58,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,65938
2025-07-27 08:49:41,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,65957
2025-07-27 10:10:41,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,66003
2025-07-27 10:10:42,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,66024
2025-07-27 10:10:44,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,66029
2025-07-27 10:30:28,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,66045
2025-07-27 10:34:38,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,66090
2025-07-27 10:34:39,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,66110
2025-07-27 10:34:41,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,66113
2025-07-27 11:56:39,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,66140
2025-07-27 12:00:00,6013,System uptime report,The system uptime is 88630 seconds.,66175
2025-07-27 14:03:24,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,66182
2025-07-27 14:03:26,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,66202
2025-07-27 14:03:28,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,66205
2025-07-27 22:12:31,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,66225
2025-07-27 22:31:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,66297
2025-07-27 22:31:49,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,66318
2025-07-27 22:31:51,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,66319
2025-07-27 22:35:18,6005,System startup (Event Log service started),The Event log service was started.,66331
2025-07-27 22:35:18,6013,System uptime report,The system uptime is 12 seconds.,66332
2025-07-27 22:35:26,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,66492
2025-07-28 00:11:22,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,66563
2025-07-28 00:11:27,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,66583
2025-07-28 00:11:27,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,66584
2025-07-28 00:11:30,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,66588
2025-07-28 19:03:25,6013,System uptime report,The system uptime is 73700 seconds.,66591
2025-07-28 19:06:39,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,66614
2025-07-28 22:53:27,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,66704
2025-07-28 22:53:28,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,66725
2025-07-28 22:53:30,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,66728
2025-07-29 15:15:57,6013,System uptime report,The system uptime is 146453 seconds.,66731
2025-07-29 15:16:38,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,66753
2025-07-29 20:23:19,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",66851
2025-07-29 20:23:30,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 10:47:06 PM on ‎7/‎28/‎2025 was unexpected.,66826
2025-07-29 20:23:30,6005,System startup (Event Log service started),The Event log service was started.,66828
2025-07-29 20:23:30,6013,System uptime report,The system uptime is 15 seconds.,66829
2025-07-29 20:24:44,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,66982
2025-07-30 17:06:31,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",67094
2025-07-30 17:06:42,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 11:03:30 PM on ‎7/‎29/‎2025 was unexpected.,67069
2025-07-30 17:06:42,6005,System startup (Event Log service started),The Event log service was started.,67071
2025-07-30 17:06:42,6013,System uptime report,The system uptime is 13 seconds.,67072
2025-07-30 17:08:25,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,67234
