6"DateTime","EventId","LogName","EventType","Level","Username","ProcessName","Message","AdditionalInfo","RecordId"
"2025/09/10 21:25:37","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","80235"
"2025/09/10 23:10:01","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","80360"
"2025/09/10 23:10:02","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","80381"
"2025/09/10 23:10:02","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","80380"
"2025/09/10 23:10:04","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","80385"
"2025/09/11 07:47:45","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","80408"
"2025/09/11 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 52494 seconds.","","80512"
"2025/09/11 20:19:27","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","80582"
"2025/09/11 20:19:28","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","80606"
"2025/09/11 20:19:30","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","80611"
"2025/09/11 21:37:13","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","80628"
"2025/09/11 23:21:07","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","80737"
"2025/09/11 23:21:09","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","80762"
"2025/09/11 23:21:11","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","80765"
"2025/09/12 07:09:31","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","80781"
"2025/09/12 09:21:28","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","80852"
"2025/09/12 15:46:08","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","80911"
"2025/09/12 15:46:17","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 9:04:39 AM on ‎9/‎12/‎2025 was unexpected.","","80894"
"2025/09/12 15:46:17","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","80896"
"2025/09/12 15:46:17","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 14 seconds.","","80897"
"2025/09/12 15:47:32","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","81044"
"2025/09/13 11:19:42","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","81201"
"2025/09/13 11:19:51","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","81186"
"2025/09/13 11:19:51","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 12:26:17 AM on ‎9/‎13/‎2025 was unexpected.","","81184"
"2025/09/13 11:19:51","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","81187"
"2025/09/13 11:20:38","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","81332"
"2025/09/13 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 2420 seconds.","","81434"
"2025/09/13 19:53:18","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","81470"
"2025/09/13 19:53:19","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","81495"
"2025/09/13 19:53:19","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","81496"
"2025/09/13 19:53:21","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","81499"
"2025/09/14 09:42:45","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","81524"
"2025/09/14 10:02:21","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","81593"
"2025/09/14 10:02:23","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","81618"
"2025/09/14 10:02:24","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","81621"
"2025/09/14 13:29:21","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 94184 seconds.","","81624"
"2025/09/14 13:29:27","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","81640"
"2025/09/14 14:16:49","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","81700"
"2025/09/14 14:16:50","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","81725"
"2025/09/14 14:16:52","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","81728"
"2025/09/14 15:41:38","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","81746"
"2025/09/14 22:42:12","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","81811"
"2025/09/14 22:42:14","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","81836"
"2025/09/14 22:42:15","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","81839"
"2025/09/15 09:34:04","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","81857"
"2025/09/15 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 175223 seconds.","","81922"
"2025/09/15 21:03:38","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","82099"
"2025/09/15 21:03:48","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","82084"
"2025/09/15 21:03:48","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 4:51:39 PM on ‎9/‎15/‎2025 was unexpected.","","82082"
"2025/09/15 21:03:48","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","82085"
"2025/09/15 21:07:48","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","82233"
"2025/09/16 06:42:39","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","82335"
"2025/09/16 06:42:50","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 10:23:48 PM on ‎9/‎15/‎2025 was unexpected.","","82310"
"2025/09/16 06:42:50","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","82313"
"2025/09/16 06:42:50","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","82321"
"2025/09/16 06:43:34","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","82466"
"2025/09/16 07:20:24","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","82538"
"2025/09/16 07:20:26","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","82564"
"2025/09/16 07:20:26","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","82565"
"2025/09/16 07:20:28","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","82569"
"2025/09/16 22:06:22","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 55424 seconds.","","82572"
"2025/09/16 22:07:43","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","82591"
"2025/09/16 23:16:16","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","82675"
"2025/09/16 23:16:19","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","82702"
"2025/09/16 23:16:20","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","82705"
"2025/09/17 06:45:49","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","82722"
"2025/09/17 07:54:17","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","82827"
"2025/09/17 07:54:20","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","82851"
"2025/09/17 07:54:22","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","82854"
"2025/09/17 19:01:36","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 130743 seconds.","","82855"
"2025/09/17 19:44:15","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","82902"
"2025/09/17 23:18:16","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","82984"
"2025/09/17 23:18:19","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","83008"
"2025/09/17 23:18:21","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","83014"
"2025/09/18 06:42:42","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","83030"
"2025/09/18 07:33:10","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","83100"
"2025/09/18 07:33:13","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","83124"
"2025/09/18 07:33:15","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","83127"
"2025/09/18 21:24:23","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 225710 seconds.","","83128"
"2025/09/18 21:24:35","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","83147"
"2025/09/18 22:46:15","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","83250"
"2025/09/18 22:46:18","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","83274"
"2025/09/18 22:46:20","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","83279"
"2025/09/19 14:20:29","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 286677 seconds.","","83282"
"2025/09/19 14:22:43","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","83306"
"2025/09/20 00:01:41","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","83535"
"2025/09/20 00:01:44","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","83557"
"2025/09/20 00:01:46","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","83566"
"2025/09/20 17:51:25","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 385736 seconds.","","83572"
"2025/09/20 17:53:02","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","83601"
"2025/09/20 22:18:17","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","83702"
"2025/09/20 22:18:20","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","83726"
"2025/09/20 22:18:22","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","83729"
"2025/09/21 09:23:27","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","83758"
"2025/09/21 10:05:55","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","83813"
"2025/09/21 10:05:58","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","83836"
"2025/09/21 10:06:00","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","83841"
"2025/09/21 16:18:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 466533 seconds.","","83848"
"2025/09/21 16:18:23","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","83866"
"2025/09/21 21:06:54","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","83956"
"2025/09/21 21:06:57","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","83979"
"2025/09/21 21:06:58","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","83982"
"2025/09/21 22:00:10","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","84005"
"2025/09/21 23:00:48","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","84061"
"2025/09/21 23:00:51","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","84085"
"2025/09/21 23:00:53","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","84088"
"2025/09/22 19:35:28","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 564781 seconds.","","84093"
"2025/09/22 19:41:31","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","84129"
"2025/09/23 18:09:19","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","84255"
"2025/09/23 18:09:30","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 10:05:11 PM on ‎9/‎22/‎2025 was unexpected.","","84228"
"2025/09/23 18:09:30","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","84231"
"2025/09/23 18:09:30","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","84230"
"2025/09/23 18:09:53","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","84425"
"2025/09/23 20:51:11","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","84543"
"2025/09/23 20:51:22","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 6:49:30 PM on ‎9/‎23/‎2025 was unexpected.","","84518"
"2025/09/23 20:51:22","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","84521"
"2025/09/23 20:51:22","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","84520"
"2025/09/23 20:51:34","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","84674"
"2025/09/24 19:26:24","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","84816"
"2025/09/24 19:26:33","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","84801"
"2025/09/24 19:26:33","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","84901"
"2025/09/24 19:26:33","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","84802"
"2025/09/24 19:26:33","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 10:51:22 PM on ‎9/‎23/‎2025 was unexpected.","","84799"
"2025/09/25 19:27:25","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","85099"
"2025/09/25 19:27:37","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","85085"
"2025/09/25 19:27:37","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","85084"
"2025/09/25 19:27:37","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 11:26:33 PM on ‎9/‎24/‎2025 was unexpected.","","85074"
"2025/09/25 19:28:55","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","85230"
"2025/09/25 23:11:49","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","85362"
"2025/09/25 23:11:51","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","85383"
"2025/09/25 23:11:51","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","85384"
"2025/09/25 23:11:53","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","85388"
"2025/09/26 09:39:36","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","85449"
"2025/09/26 09:39:45","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","85435"
"2025/09/26 09:39:45","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 10:47:37 PM on ‎9/‎25/‎2025 was unexpected.","","85432"
"2025/09/26 09:39:45","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","85434"
"2025/09/26 09:47:46","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","85585"
"2025/09/26 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 8426 seconds.","","85701"
"2025/09/26 19:46:30","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","85772"
"2025/09/26 19:46:41","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","85750"
"2025/09/26 19:46:41","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","85749"
"2025/09/26 19:46:41","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 3:39:45 PM on ‎9/‎26/‎2025 was unexpected.","","85747"
"2025/09/26 19:46:59","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","85904"
"2025/09/26 23:35:30","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","85982"
"2025/09/26 23:35:33","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","86007"
"2025/09/26 23:35:33","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","86006"
"2025/09/26 23:35:35","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","86010"
"2025/09/27 10:30:19","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","86029"
"2025/09/27 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 58412 seconds.","","86094"
"2025/09/27 13:23:48","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","86098"
"2025/09/27 13:23:51","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","86122"
"2025/09/27 13:23:52","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","86125"
"2025/09/27 16:48:17","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","86141"
"2025/09/27 17:27:18","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","86183"
"2025/09/27 17:27:20","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","86206"
"2025/09/27 17:27:22","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","86209"
"2025/09/28 14:24:43","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 153495 seconds.","","86210"
"2025/09/28 14:25:10","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","86234"
"2025/09/28 18:39:24","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","86351"
"2025/09/28 18:39:27","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","86374"
"2025/09/28 18:39:29","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","86377"
"2025/09/29 20:23:02","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 261397 seconds.","","86379"
"2025/09/29 20:23:17","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","86406"
"2025/09/29 22:56:30","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","86492"
"2025/09/29 22:56:33","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","86516"
"2025/09/29 22:56:35","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","86519"
"2025/09/30 07:41:32","7001","System","User logon notification","Information","N/A","N/A","User Logon Notification for Customer Experience Improvement Program","","86538"
"2025/09/30 11:59:59","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 317617 seconds.","","86668"
"2025/09/30 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 317618 seconds.","","86669"
"2025/10/01 02:42:28","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: System Idle","","86831"
"2025/10/01 03:43:43","7002","System","User logoff notification","Information","N/A","N/A","User Logoff Notification for Customer Experience Improvement Program","","86893"
"2025/10/01 03:44:07","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","86894"
"2025/10/01 03:44:42","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","86907"
