DateTime,EventId,EventType,RecordId,SessionTag
2025-11-01 11:34:26,6005,System startup (Event Log service started),99692,logon
2025-11-01 11:34:37,7001,User logon notification,99857,logon
2025-11-01 14:23:06,1074,System shutdown/restart initiated,99977,logoff
2025-11-01 14:23:08,1074,System shutdown/restart initiated,100003,logoff
2025-11-01 14:23:08,7002,User logoff notification,100004,logoff
2025-11-01 19:36:27,7001,User logon notification,100023,logon
2025-11-01 23:01:26,1074,System shutdown/restart initiated,100122,logoff
2025-11-01 23:01:28,7002,User logoff notification,100148,logoff
2025-11-02 09:08:24,7001,User logon notification,100168,logon
2025-11-02 11:21:58,1074,System shutdown/restart initiated,100264,logoff
2025-11-02 11:21:59,7002,User logoff notification,100289,logoff
2025-11-02 12:32:51,7001,User logon notification,100311,logon
2025-11-02 14:52:53,1074,System shutdown/restart initiated,100434,logoff
2025-11-02 14:52:55,7002,User logoff notification,100459,logoff
2025-11-02 21:09:52,7001,User logon notification,100483,logon
2025-11-02 22:24:21,1074,System shutdown/restart initiated,100574,logoff
2025-11-02 22:24:23,7002,User logoff notification,100598,logoff
2025-11-03 20:26:35,7001,User logon notification,100619,logon
2025-11-03 22:50:41,1074,System shutdown/restart initiated,100711,logoff
2025-11-03 22:50:43,7002,User logoff notification,100737,logoff
2025-11-04 05:12:35,7001,User logon notification,100760,logon
2025-11-04 08:02:43,1074,System shutdown/restart initiated,100858,logoff
2025-11-04 08:02:45,7002,User logoff notification,100884,logoff
2025-11-04 17:05:10,7001,User logon notification,100912,logon
2025-11-04 21:29:13,1074,System shutdown/restart initiated,101053,logoff
2025-11-04 21:29:15,7002,User logoff notification,101079,logoff
2025-11-05 07:15:40,7001,User logon notification,101105,logon
2025-11-05 13:38:33,7002,User logoff notification,101326,logoff
2025-11-05 14:35:04,7001,User logon notification,101342,logon
2025-11-05 15:25:55,1074,System shutdown/restart initiated,101426,logoff
2025-11-05 15:25:57,7002,User logoff notification,101450,logoff
2025-11-05 17:57:07,7001,User logon notification,101472,logon
2025-11-05 23:00:49,1074,System shutdown/restart initiated,101590,logoff
2025-11-05 23:00:50,7002,User logoff notification,101616,logoff
2025-11-06 07:49:41,7001,User logon notification,101638,logon
2025-11-06 08:24:04,1074,System shutdown/restart initiated,101731,logoff
2025-11-06 08:24:06,7002,User logoff notification,101756,logoff
2025-11-06 11:53:39,7001,User logon notification,101778,logon
2025-11-06 16:04:49,41,System rebooted without cleanly shutting down,101914,logoff
2025-11-06 16:04:59,7001,User logon notification,102002,logon
2025-11-06 16:04:59,6005,System startup (Event Log service started),101883,logon
2025-11-06 16:04:59,6008,Unexpected shutdown (previous shutdown was unexpected),101881,logoff
2025-11-06 19:31:26,41,System rebooted without cleanly shutting down,102195,logoff
2025-11-06 19:31:37,6008,Unexpected shutdown (previous shutdown was unexpected),102170,logoff
2025-11-06 19:31:37,6005,System startup (Event Log service started),102172,logon
2025-11-06 19:37:54,7001,User logon notification,102331,logon
2025-11-06 21:12:34,41,System rebooted without cleanly shutting down,102546,logoff
2025-11-06 21:12:44,6008,Unexpected shutdown (previous shutdown was unexpected),102519,logoff
2025-11-06 21:12:44,6005,System startup (Event Log service started),102529,logon
2025-11-06 21:12:52,7001,User logon notification,102674,logon
2025-11-06 23:01:16,1074,System shutdown/restart initiated,102793,logoff
2025-11-06 23:01:17,7002,User logoff notification,102817,logoff
2025-11-06 23:01:17,1074,System shutdown/restart initiated,102816,logoff
2025-11-07 06:08:19,7001,User logon notification,102839,logon
2025-11-07 23:14:05,1074,System shutdown/restart initiated,103029,logoff
2025-11-07 23:14:07,7002,User logoff notification,103055,logoff
2025-11-08 09:43:51,7001,User logon notification,103079,logon
2025-11-09 02:31:34,1074,System shutdown/restart initiated,103235,logoff
2025-11-09 02:31:36,7002,User logoff notification,103261,logoff
2025-11-09 11:22:24,7001,User logon notification,103289,logon
2025-11-09 16:07:45,1074,System shutdown/restart initiated,103419,logoff
2025-11-09 16:07:47,7002,User logoff notification,103445,logoff
2025-11-10 07:26:42,7001,User logon notification,103475,logon
2025-11-10 08:29:34,1074,System shutdown/restart initiated,103603,logoff
2025-11-10 08:29:35,7002,User logoff notification,103629,logoff
2025-11-10 09:32:27,7001,User logon notification,103650,logon
2025-11-11 00:22:57,1074,System shutdown/restart initiated,103876,logoff
2025-11-11 00:23:06,7002,User logoff notification,103904,logoff
2025-11-11 06:47:47,7001,User logon notification,103923,logon
2025-11-11 08:05:00,1074,System shutdown/restart initiated,104018,logoff
2025-11-11 08:05:06,7002,User logoff notification,104044,logoff
2025-11-11 17:37:19,7001,User logon notification,104069,logon
2025-11-11 22:33:44,1074,System shutdown/restart initiated,104153,logoff
2025-11-11 22:33:46,7002,User logoff notification,104174,logoff
2025-11-12 07:40:25,7001,User logon notification,104214,logon
2025-11-12 08:39:52,7002,User logoff notification,104355,logoff
2025-11-12 08:40:32,6005,System startup (Event Log service started),104368,logon
2025-11-12 08:40:53,1074,System shutdown/restart initiated,104543,logoff
2025-11-12 08:41:22,6005,System startup (Event Log service started),104552,logon
2025-11-12 08:41:42,7001,User logon notification,104695,logon
2025-11-12 20:00:37,41,System rebooted without cleanly shutting down,104734,logoff
2025-11-12 20:00:47,7001,User logon notification,104823,logon
2025-11-12 20:00:47,6005,System startup (Event Log service started),104719,logon
2025-11-12 20:00:47,6008,Unexpected shutdown (previous shutdown was unexpected),104717,logoff
2025-11-12 22:46:49,1074,System shutdown/restart initiated,105002,logoff
2025-11-12 22:46:51,1074,System shutdown/restart initiated,105023,logoff
2025-11-12 22:46:51,7002,User logoff notification,105024,logoff
2025-11-13 06:48:55,7001,User logon notification,105045,logon
2025-11-13 08:31:52,1074,System shutdown/restart initiated,105098,logoff
2025-11-13 08:31:53,7002,User logoff notification,105119,logoff
2025-11-13 20:12:18,7001,User logon notification,105156,logon
2025-11-13 22:36:26,1074,System shutdown/restart initiated,105208,logoff
2025-11-13 22:36:28,7002,User logoff notification,105229,logoff
2025-11-14 05:25:09,7001,User logon notification,105256,logon
2025-11-14 23:50:27,1074,System shutdown/restart initiated,105517,logoff
2025-11-14 23:50:29,7002,User logoff notification,105539,logoff
2025-11-15 09:12:32,7001,User logon notification,105567,logon
2025-11-15 11:02:41,1074,System shutdown/restart initiated,105672,logoff
2025-11-15 11:02:43,7002,User logoff notification,105692,logoff
2025-11-15 11:26:15,7001,User logon notification,105714,logon
2025-11-16 00:35:03,1074,System shutdown/restart initiated,105886,logoff
2025-11-16 00:35:04,7002,User logoff notification,105907,logoff
2025-11-16 12:02:43,7001,User logon notification,105938,logon
2025-11-16 22:49:13,1074,System shutdown/restart initiated,106065,logoff
2025-11-16 22:49:15,7002,User logoff notification,106086,logoff
2025-11-17 17:43:02,7001,User logon notification,106113,logon
2025-11-17 23:51:09,7002,User logoff notification,106276,logoff
2025-11-18 07:48:47,7001,User logon notification,106293,logon
2025-11-18 08:46:42,1074,System shutdown/restart initiated,106454,logoff
2025-11-18 08:46:44,7002,User logoff notification,106474,logoff
2025-11-18 11:12:41,7001,User logon notification,106495,logon
2025-11-18 20:43:48,1074,System shutdown/restart initiated,106636,logoff
2025-11-18 20:53:17,1074,System shutdown/restart initiated,106675,logoff
2025-11-18 20:53:18,7002,User logoff notification,106676,logoff
2025-11-18 21:59:12,7001,User logon notification,106697,logon
2025-11-18 23:28:45,1074,System shutdown/restart initiated,106799,logoff
2025-11-18 23:28:47,7002,User logoff notification,106819,logoff
2025-11-19 08:34:44,7001,User logon notification,106840,logon
2025-11-19 08:44:02,7002,User logoff notification,106940,logoff
2025-11-19 20:00:50,7001,User logon notification,106959,logon
2025-11-19 22:56:24,1074,System shutdown/restart initiated,107071,logoff
2025-11-19 22:56:26,7002,User logoff notification,107091,logoff
2025-11-20 17:26:23,7001,User logon notification,107120,logon
2025-11-20 22:34:22,1074,System shutdown/restart initiated,107285,logoff
2025-11-20 22:34:30,7002,User logoff notification,107308,logoff
2025-11-21 07:33:25,7001,User logon notification,107327,logon
2025-11-21 08:30:09,1074,System shutdown/restart initiated,107450,logoff
2025-11-21 08:30:11,7002,User logoff notification,107470,logoff
2025-11-21 09:12:32,7001,User logon notification,107489,logon
2025-11-21 09:51:08,1074,System shutdown/restart initiated,107584,logoff
2025-11-21 09:51:11,7002,User logoff notification,107604,logoff
2025-11-21 11:20:10,7001,User logon notification,107623,logon
2025-11-21 16:29:10,41,System rebooted without cleanly shutting down,107775,logoff
2025-11-21 16:29:20,6005,System startup (Event Log service started),107758,logon
2025-11-21 16:29:20,6008,Unexpected shutdown (previous shutdown was unexpected),107756,logoff
2025-11-21 16:29:54,7001,User logon notification,107915,logon
2025-11-22 11:49:37,41,System rebooted without cleanly shutting down,108093,logoff
2025-11-22 11:49:47,6008,Unexpected shutdown (previous shutdown was unexpected),108076,logoff
2025-11-22 11:49:47,6005,System startup (Event Log service started),108078,logon
2025-11-22 11:50:03,7001,User logon notification,108231,logon
2025-11-22 15:05:04,1074,System shutdown/restart initiated,108370,logoff
2025-11-22 15:05:06,7002,User logoff notification,108391,logoff
2025-11-22 15:05:06,1074,System shutdown/restart initiated,108390,logoff
2025-11-22 18:11:09,7001,User logon notification,108413,logon
2025-11-22 23:50:07,1074,System shutdown/restart initiated,108523,logoff
2025-11-22 23:50:10,7002,User logoff notification,108543,logoff
2025-11-23 09:48:46,7001,User logon notification,108563,logon
2025-11-23 22:46:44,1074,System shutdown/restart initiated,108750,logoff
2025-11-23 22:46:46,7002,User logoff notification,108770,logoff
2025-11-24 19:19:39,7001,User logon notification,108797,logon
2025-11-24 22:38:46,1074,System shutdown/restart initiated,108927,logoff
2025-11-25 06:44:28,41,System rebooted without cleanly shutting down,108981,logoff
2025-11-25 06:44:37,6008,Unexpected shutdown (previous shutdown was unexpected),108964,logoff
2025-11-25 06:44:37,6005,System startup (Event Log service started),108966,logon
2025-11-25 06:44:52,7001,User logon notification,109113,logon
2025-11-25 20:09:22,41,System rebooted without cleanly shutting down,109255,logoff
2025-11-25 20:09:31,6008,Unexpected shutdown (previous shutdown was unexpected),109238,logoff
2025-11-25 20:09:31,6005,System startup (Event Log service started),109240,logon
2025-11-25 20:09:51,7001,User logon notification,109387,logon
2025-11-26 19:27:06,41,System rebooted without cleanly shutting down,109542,logoff
2025-11-26 19:27:15,6005,System startup (Event Log service started),109527,logon
2025-11-26 19:27:15,6008,Unexpected shutdown (previous shutdown was unexpected),109525,logoff
2025-11-26 19:31:01,7001,User logon notification,109677,logon
2025-11-27 17:29:16,41,System rebooted without cleanly shutting down,109837,logoff
2025-11-27 17:29:25,6008,Unexpected shutdown (previous shutdown was unexpected),109820,logoff
2025-11-27 17:29:25,6005,System startup (Event Log service started),109822,logon
2025-11-27 17:32:13,7001,User logon notification,109973,logon
2025-11-28 06:51:56,41,System rebooted without cleanly shutting down,110208,logoff
2025-11-28 06:52:06,6008,Unexpected shutdown (previous shutdown was unexpected),110191,logoff
2025-11-28 06:52:06,6005,System startup (Event Log service started),110193,logon
2025-11-28 06:52:20,7001,User logon notification,110340,logon
2025-11-28 19:28:49,1074,System shutdown/restart initiated,110500,logoff
2025-11-28 19:28:51,7002,User logoff notification,110521,logoff
2025-11-28 19:28:51,1074,System shutdown/restart initiated,110520,logoff
2025-11-28 20:53:25,7001,User logon notification,110541,logon
2025-11-28 23:54:27,1074,System shutdown/restart initiated,110635,logoff
2025-11-28 23:54:29,7002,User logoff notification,110655,logoff
2025-11-29 08:25:27,7001,User logon notification,110682,logon
