"DateTime","EventId","LogName","EventType","Level","Username","ProcessName","Message","AdditionalInfo","RecordId"
"2025/10/02 08:56:15","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","87713"
"2025/10/02 08:56:17","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","87739"
"2025/10/02 21:24:50","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 149963 seconds.","","87742"
"2025/10/02 23:17:35","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","87881"
"2025/10/02 23:17:38","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","87908"
"2025/10/03 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 202474 seconds.","","88069"
"2025/10/03 23:02:10","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","88160"
"2025/10/03 23:02:15","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","88190"
"2025/10/04 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 288875 seconds.","","88339"
"2025/10/04 23:42:30","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","88412"
"2025/10/04 23:42:33","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","88441"
"2025/10/05 11:59:59","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 375274 seconds.","","88536"
"2025/10/05 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 375275 seconds.","","88537"
"2025/10/05 20:27:48","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","88572"
"2025/10/05 20:27:50","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","88596"
"2025/10/06 19:28:30","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","88609"
"2025/10/06 19:28:30","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","88610"
"2025/10/06 23:00:02","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","88979"
"2025/10/06 23:00:03","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","89002"
"2025/10/06 23:00:05","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","89007"
"2025/10/07 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 59504 seconds.","","89125"
"2025/10/07 22:54:08","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","89177"
"2025/10/07 22:54:11","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","89206"
"2025/10/08 19:16:05","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 172068 seconds.","","89207"
"2025/10/08 23:33:03","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","89398"
"2025/10/08 23:33:06","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","89425"
"2025/10/09 08:35:19","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","89603"
"2025/10/09 08:35:50","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","89616"
"2025/10/09 08:35:50","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","89615"
"2025/10/09 08:38:12","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\uus\AMD64\MoNotificationUx.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Operating System: Service pack (Planned)  Reason Code: 0x80020010  Shutdown Type: restart  Comment:","Reason: , Comment: ","89865"
"2025/10/09 08:38:24","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","89889"
"2025/10/09 08:38:52","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","89900"
"2025/10/09 08:38:52","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","89901"
"2025/10/09 17:24:38","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","90155"
"2025/10/09 17:24:49","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","90132"
"2025/10/09 17:24:49","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","90133"
"2025/10/09 17:24:49","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 8:38:52 AM on ‎10/‎9/‎2025 was unexpected.","","90130"
"2025/10/09 18:11:55","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","90393"
"2025/10/09 18:12:02","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","90417"
"2025/10/09 18:12:03","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","90422"
"2025/10/10 17:20:15","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","90642"
"2025/10/10 17:20:25","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","90627"
"2025/10/10 17:20:25","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","90628"
"2025/10/10 17:20:25","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 8:25:32 AM on ‎10/‎10/‎2025 was unexpected.","","90625"
"2025/10/11 09:24:48","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","90889"
"2025/10/11 09:25:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","90875"
"2025/10/11 09:25:00","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","90874"
"2025/10/11 09:25:00","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 5:20:25 PM on ‎10/‎10/‎2025 was unexpected.","","90864"
"2025/10/11 12:00:01","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 9314 seconds.","","91261"
"2025/10/12 01:49:03","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","91331"
"2025/10/12 01:49:18","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","91357"
"2025/10/12 01:49:19","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","91361"
"2025/10/12 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 95716 seconds.","","91473"
"2025/10/12 13:24:48","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","91495"
"2025/10/12 13:24:51","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","91524"
"2025/10/12 22:20:42","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: System Idle","","91629"
"2025/10/13 19:38:49","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","91689"
"2025/10/13 19:38:58","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 9:44:53 PM on ‎10/‎12/‎2025 was unexpected.","","91672"
"2025/10/13 19:38:58","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","91674"
"2025/10/13 19:38:58","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","91675"
"2025/10/13 21:38:50","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: restart  Comment:","Reason: , Comment: ","91899"
"2025/10/13 21:39:04","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: restart  Comment:","Reason: , Comment: ","91926"
"2025/10/13 21:39:07","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","91929"
"2025/10/13 21:39:42","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","91937"
"2025/10/13 21:39:42","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","91938"
"2025/10/13 23:17:06","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","92198"
"2025/10/14 19:55:21","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","92253"
"2025/10/14 19:55:32","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 10:59:42 PM on ‎10/‎13/‎2025 was unexpected.","","92228"
"2025/10/14 19:55:32","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","92239"
"2025/10/14 19:55:32","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","92230"
"2025/10/15 19:26:27","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","92550"
"2025/10/15 19:26:36","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","92536"
"2025/10/15 19:26:36","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","92535"
"2025/10/15 19:26:36","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 7:55:32 PM on ‎10/‎14/‎2025 was unexpected.","","92533"
"2025/10/15 22:46:21","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\uus\AMD64\MoNotificationUx.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Operating System: Service pack (Planned)  Reason Code: 0x80020010  Shutdown Type: restart  Comment:","Reason: , Comment: ","92946"
"2025/10/15 22:46:34","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","92971"
"2025/10/15 22:47:09","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 10 seconds.","","92982"
"2025/10/15 22:47:09","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","92981"
"2025/10/15 22:47:31","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","93147"
"2025/10/15 22:47:31","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\servicing\TrustedInstaller.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)  Reason Code: 0x80020003  Shutdown Type: restart  Comment:","Reason: , Comment: ","93148"
"2025/10/15 22:47:59","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","93157"
"2025/10/15 22:47:59","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","93158"
"2025/10/17 08:28:49","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","93338"
"2025/10/17 08:29:01","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","93315"
"2025/10/17 08:29:01","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 10:47:59 PM on ‎10/‎15/‎2025 was unexpected.","","93312"
"2025/10/17 08:29:01","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","93314"
"2025/10/17 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12672 seconds.","","93702"
"2025/10/18 00:20:43","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","93810"
"2025/10/18 00:20:45","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","93834"
"2025/10/18 00:20:46","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","93836"
"2025/10/18 08:34:53","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","93848"
"2025/10/18 08:34:53","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","93849"
"2025/10/18 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12319 seconds.","","94143"
"2025/10/19 01:45:31","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","94217"
"2025/10/19 01:45:33","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","94242"
"2025/10/19 01:45:34","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","94246"
"2025/10/19 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 98722 seconds.","","94387"
"2025/10/19 15:19:02","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","94413"
"2025/10/19 15:19:05","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","94437"
"2025/10/19 16:53:12","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","94502"
"2025/10/19 16:53:15","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","94526"
"2025/10/19 20:42:05","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","94629"
"2025/10/19 20:42:08","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","94654"
"2025/10/20 20:07:27","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 214369 seconds.","","94657"
"2025/10/20 20:46:55","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","94795"
"2025/10/20 20:46:58","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","94818"
"2025/10/21 08:08:16","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","94958"
"2025/10/22 07:42:16","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","94998"
"2025/10/22 07:42:25","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","94983"
"2025/10/22 07:42:25","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 7:33:02 AM on ‎10/‎21/‎2025 was unexpected.","","94981"
"2025/10/22 07:42:25","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 11 seconds.","","94984"
"2025/10/22 08:55:30","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: restart  Comment:","Reason: , Comment: ","95308"
"2025/10/22 08:55:40","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","95330"
"2025/10/22 08:56:12","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","95340"
"2025/10/22 08:56:12","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","95339"
"2025/10/22 08:56:29","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\servicing\TrustedInstaller.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)  Reason Code: 0x80020003  Shutdown Type: restart  Comment:","Reason: , Comment: ","95499"
"2025/10/22 08:56:30","6006","System","System shutdown (Event Log service stopped)","Information","N/A","N/A","The Event log service was stopped.","","95498"
"2025/10/22 08:56:58","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 12 seconds.","","95509"
"2025/10/22 08:56:58","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","95508"
"2025/10/22 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 10994 seconds.","","95663"
"2025/10/22 12:57:18","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: System Idle","","95665"
"2025/10/22 23:02:33","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","95775"
"2025/10/22 23:02:34","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","95796"
"2025/10/22 23:02:36","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","95800"
"2025/10/23 20:06:59","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 126614 seconds.","","95802"
"2025/10/23 21:23:28","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","95954"
"2025/10/23 21:23:32","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","95977"
"2025/10/24 10:01:17","41","System","System rebooted without cleanly shutting down","Critical","N/A","N/A","The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.","","96150"
"2025/10/24 10:01:28","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 13 seconds.","","96134"
"2025/10/24 10:01:28","6005","System","System startup (Event Log service started)","Information","N/A","N/A","The Event log service was started.","","96120"
"2025/10/24 10:01:28","6008","System","Unexpected shutdown (previous shutdown was unexpected)","Error","N/A","N/A","The previous system shutdown at 8:51:26 PM on ‎10/‎23/‎2025 was unexpected.","","96118"
"2025/10/24 10:04:37","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:","Reason: , Comment: ","96347"
"2025/10/24 10:04:38","1074","System","System shutdown/restart initiated","Information","N/A","N/A","The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:","Reason: , Comment: ","96367"
"2025/10/24 10:04:40","42","System","System entering sleep","Information","N/A","N/A","The system is entering sleep.  Sleep Reason: Application API","","96371"
"2025/10/24 12:00:00","6013","System","System uptime report","Information","N/A","N/A","The system uptime is 7126 seconds.","","96512"
