session_id,date,start_time,end_time,session_hours,activity_id,activity_name_nl,sub_activity_id,sub_activity_name_nl,sub_activity_estimated_hours,cumulative_hours,commit_count
ses_0107,2025-06-26,19:45:00,20:20:00,0.5833333333333334,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,28.33333333333333,0
ses_0108,2025-06-26,20:45:00,22:30:00,1.75,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,30.08333333333333,0
ses_0109,2025-06-27,16:05:00,20:20:00,4.25,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,34.33333333333333,0
ses_0110,2025-06-27,22:00:00,23:59:00,1.9833333333333334,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,36.31666666666666,0
ses_0112,2025-06-28,18:55:00,23:30:00,4.583333333333333,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,40.9,0
ses_0113,2025-06-29,08:30:00,10:10:00,1.6666666666666667,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,42.56666666666666,0
ses_0114,2025-06-29,18:10:00,21:15:00,3.0833333333333335,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,45.65,0
ses_0115,2025-06-30,10:35:00,12:25:00,1.8333333333333333,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,47.483333333333334,0
ses_0117,2025-06-30,15:30:00,22:45:00,7.25,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,54.733333333333334,0
ses_0118,2025-07-01,09:10:00,10:50:00,1.6666666666666667,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,56.4,0
ses_0119,2025-07-01,13:20:00,21:10:00,7.833333333333333,ai_framework_development,AI Framework Ontwikkeling,prompt_engineering,Prompt Engineering en Jailbreak Detectie,60.0,64.23333333333333,0
ses_0120,2025-07-01,22:05:00,23:25:00,1.3333333333333333,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,1.3333333333333333,0
ses_0121,2025-07-02,07:15:00,17:30:00,10.25,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,11.583333333333334,0
ses_0122,2025-07-03,06:30:00,09:50:00,3.3333333333333335,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,14.916666666666668,0
ses_0123,2025-07-03,10:35:00,15:55:00,5.333333333333333,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,20.25,0
ses_0124,2025-07-03,17:15:00,18:15:00,1.0,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,21.25,0
ses_0125,2025-07-03,20:00:00,23:00:00,3.0,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,24.25,0
ses_0126,2025-07-04,06:30:00,15:40:00,9.166666666666666,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,33.416666666666664,0
ses_0127,2025-07-04,20:30:00,22:45:00,2.25,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,35.666666666666664,0
ses_0128,2025-07-05,07:15:00,23:35:00,16.333333333333332,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,52.0,0
ses_0129,2025-07-06,08:40:00,10:15:00,1.5833333333333333,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,53.583333333333336,0
ses_0130,2025-07-06,13:35:00,16:00:00,2.4166666666666665,vector_store_development,Vector Store Ontwikkeling,vector_database,Vector Database Implementatie,55.0,56.0,0
ses_0131,2025-07-07,07:20:00,23:05:00,15.75,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,15.75,0
ses_0132,2025-07-08,07:25:00,10:15:00,2.8333333333333335,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,18.583333333333332,0
ses_0133,2025-07-08,11:50:00,12:40:00,0.8333333333333334,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,19.416666666666664,0
ses_0134,2025-07-08,20:05:00,23:35:00,3.5,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,22.916666666666664,0
ses_0135,2025-07-09,07:05:00,23:00:00,15.916666666666666,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,38.83333333333333,0
ses_0136,2025-07-10,09:25:00,15:15:00,5.833333333333333,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,44.666666666666664,0
ses_0137,2025-07-10,16:15:00,23:20:00,7.083333333333333,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,51.75,0
ses_0138,2025-07-11,07:30:00,17:15:00,9.75,data_protection,Data Bescherming Ontwikkeling,gdpr_compliance,AVG Compliance en Toestemmingsverificatie,55.0,61.5,0
ses_0139,2025-07-11,20:25:00,23:10:00,2.75,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,2.75,0
ses_0140,2025-07-12,07:50:00,13:40:00,5.833333333333333,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,8.583333333333332,0
ses_0141,2025-07-12,16:25:00,22:55:00,6.5,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,15.083333333333332,0
ses_0142,2025-07-13,09:00:00,09:45:00,0.75,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,15.833333333333332,0
ses_0143,2025-07-16,20:30:00,22:55:00,2.4166666666666665,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,18.25,0
ses_0144,2025-07-17,06:30:00,15:40:00,9.166666666666666,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,27.416666666666664,0
ses_0145,2025-07-17,16:25:00,22:45:00,6.333333333333333,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,33.75,0
ses_0146,2025-07-18,10:45:00,11:25:00,0.6666666666666666,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,34.416666666666664,0
ses_0147,2025-07-18,13:10:00,13:30:00,0.3333333333333333,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,34.75,0
ses_0148,2025-07-20,17:00:00,22:35:00,5.583333333333333,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,40.333333333333336,0
ses_0149,2025-07-21,19:50:00,22:30:00,2.6666666666666665,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,43.0,0
ses_0150,2025-07-22,21:25:00,22:45:00,1.3333333333333333,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,44.333333333333336,0
ses_0151,2025-07-23,18:50:00,23:59:00,5.15,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,49.483333333333334,0
ses_0155,2025-07-26,13:45:00,17:00:00,3.25,rag_pipeline_development,RAG Pipeline Ontwikkeling,document_retrieval,Document Retrieval en Context Aggregatie,50.0,52.733333333333334,0
